0.000000,0.000000,0.864387,-0.030103,-0.031726,-0.916702,0.397171,0.195796,-0.043974,0.042646,-0.007962,-0.178610,0.010172,0.150076,-0.028049,-0.068682,0.093155,-0.035274,0.218219,-0.122135,-0.033510,0.065352,0.124115,0.185696,-0.121076,1.062025,-0.071533,-0.141804,-0.104487,0.071151,-0.159859,0.096485,1.165499,0.321277,-0.045816,0.066045
0.000452,0.000798,0.864148,-0.032343,-0.028762,-0.914084,0.403208,0.191365,-0.035746,0.029427,-0.000984,-0.181745,0.009925,0.148882,-0.019035,-0.050882,0.093997,-0.055300,0.188662,-0.133676,-0.025616,0.092007,0.037956,0.190270,-0.105574,1.131334,-0.082107,-0.133081,-0.128374,-0.008883,-0.169141,0.071316,1.229944,0.338538,-0.029309,0.090634
0.002448,0.001208,0.864367,-0.033358,-0.024980,-0.914572,0.402270,0.188120,-0.028203,0.031164,-0.000488,-0.182995,0.006551,0.143241,-0.008616,-0.025624,0.100204,-0.053616,0.159329,-0.137888,-0.014300,0.096670,0.029261,0.188926,-0.106240,1.142557,-0.096905,-0.137667,-0.127265,-0.059006,-0.173858,0.024435,1.394673,0.332096,0.115978,0.040080
0.002477,0.001292,0.864390,-0.033993,-0.024862,-0.914653,0.402039,0.188786,-0.027169,0.031893,0.000541,-0.183481,0.006628,0.143675,-0.007370,-0.023950,0.101386,-0.054818,0.158811,-0.136436,-0.013289,0.101219,0.022619,0.188445,-0.105105,1.146537,-0.099014,-0.137658,-0.127707,-0.068618,-0.174970,0.020271,1.402920,0.333380,0.118060,0.040894
0.002547,0.001394,0.864449,-0.034036,-0.024955,-0.914573,0.402213,0.188501,-0.027298,0.031077,0.000899,-0.182921,0.007272,0.143750,-0.007433,-0.024007,0.101132,-0.054586,0.158377,-0.137491,-0.013473,0.101853,0.021726,0.189498,-0.106643,1.146930,-0.096083,-0.138804,-0.129490,-0.069232,-0.175079,0.021672,1.402832,0.332192,0.118195,0.039728
0.002529,0.001362,0.864361,-0.034139,-0.024812,-0.914397,0.402612,0.188261,-0.026690,0.031907,0.001790,-0.183597,0.005303,0.143983,-0.006954,-0.024921,0.101617,-0.054179,0.159936,-0.137690,-0.013470,0.101462,0.021641,0.188984,-0.105669,1.147604,-0.095179,-0.137774,-0.128180,-0.069069,-0.175502,0.021696,1.403717,0.331962,0.118061,0.041162
0.002176,0.001142,0.864406,-0.034314,-0.025043,-0.914166,0.403108,0.189531,-0.027225,0.030454,0.000745,-0.182515,0.005676,0.146278,-0.007383,-0.025689,0.099170,-0.053912,0.159421,-0.138066,-0.013929,0.102170,0.021702,0.188915,-0.105743,1.147314,-0.097796,-0.137355,-0.130370,-0.069148,-0.175748,0.020654,1.405210,0.332060,0.118498,0.040947
0.002644,0.001201,0.864412,-0.034115,-0.025238,-0.914697,0.401906,0.189435,-0.028383,0.029084,0.000162,-0.182746,0.007773,0.143710,-0.008129,-0.023528,0.102303,-0.054303,0.160414,-0.136604,-0.014670,0.101417,0.021865,0.187746,-0.103984,1.148459,-0.096199,-0.137278,-0.128949,-0.069628,-0.175790,0.022273,1.406207,0.326837,0.118704,0.042432
0.002518,0.001214,0.864400,-0.034128,-0.025111,-0.914420,0.402544,0.189429,-0.027765,0.031305,-0.000120,-0.182405,0.006903,0.144638,-0.007672,-0.022011,0.101417,-0.055094,0.160546,-0.137086,-0.014462,0.102686,0.020358,0.188127,-0.104028,1.148396,-0.095218,-0.137782,-0.128239,-0.070859,-0.176533,0.019906,1.406923,0.331886,0.116592,0.041588
0.002720,0.000828,0.864414,-0.033891,-0.024647,-0.914501,0.402407,0.188878,-0.027293,0.031744,-0.000114,-0.183508,0.007004,0.143675,-0.007924,-0.025492,0.101212,-0.055935,0.158359,-0.136478,-0.013203,0.102087,0.021204,0.187296,-0.104528,1.147471,-0.094990,-0.138175,-0.128581,-0.069532,-0.177161,0.020396,1.405337,0.329141,0.117421,0.042527
0.002938,0.000785,0.864327,-0.033739,-0.024676,-0.914289,0.402900,0.187986,-0.028091,0.030496,0.000559,-0.183635,0.007023,0.143526,-0.008299,-0.026640,0.101021,-0.056062,0.159040,-0.137617,-0.013772,0.100476,0.022626,0.187857,-0.106133,1.147114,-0.093630,-0.137620,-0.128712,-0.069651,-0.177296,0.021283,1.407135,0.326283,0.118094,0.044661
