0.000000,0.000000,0.789048,-0.009724,-0.028314,-0.950682,0.308719,0.112512,-0.071969,0.096081,0.031532,-0.205711,0.056349,0.046381,-0.036813,-0.068526,0.150962,-0.102942,0.121526,-0.063593,-0.016171,0.060771,0.114150,0.226759,-0.241336,1.056212,-0.065967,-0.050460,-0.102551,0.037956,-0.186608,0.139183,1.095762,0.332012,-0.037496,0.011152
-0.000029,0.000299,0.788964,-0.008224,-0.025494,-0.950285,0.310226,0.104667,-0.066488,0.091082,0.035310,-0.206032,0.056141,0.031769,-0.032116,-0.069728,0.169690,-0.109595,0.113983,-0.063655,-0.009250,0.074959,0.037565,0.225170,-0.232814,1.123204,-0.077808,-0.054974,-0.132515,-0.031723,-0.196399,0.127006,1.157631,0.348284,-0.031901,0.033128
-0.000785,-0.000305,0.788855,-0.008311,-0.026011,-0.950160,0.310563,0.107037,-0.067902,0.088862,0.034673,-0.207751,0.058292,0.031007,-0.034144,-0.070912,0.174976,-0.114192,0.119502,-0.058672,-0.010628,0.080332,0.020489,0.222329,-0.235078,1.139402,-0.078808,-0.064339,-0.127885,-0.038014,-0.197288,0.121001,1.165757,0.356999,-0.036811,0.032507
-0.002482,-0.000576,0.788835,-0.008195,-0.026719,-0.949918,0.311246,0.111508,-0.068395,0.088519,0.030542,-0.205743,0.055846,0.032932,-0.035438,-0.072331,0.176400,-0.112415,0.119443,-0.061902,-0.012518,0.079026,0.031406,0.226466,-0.254266,1.135787,-0.055761,-0.073855,-0.133924,-0.037454,-0.196536,0.123691,1.168795,0.351267,-0.038220,0.031233
-0.003766,-0.000639,0.788424,-0.007616,-0.027134,-0.949772,0.311670,0.112390,-0.069104,0.088034,0.029686,-0.208501,0.054569,0.032820,-0.035776,-0.072962,0.178875,-0.118529,0.125076,-0.055628,-0.019423,0.085886,0.023576,0.231234,-0.253996,1.131203,-0.047210,-0.103786,-0.110933,-0.037276,-0.193839,0.115257,1.163992,0.351924,-0.045126,0.025494
-0.005059,-0.000896,0.788467,-0.006476,-0.026639,-0.950121,0.310676,0.112362,-0.067993,0.088815,0.027843,-0.207688,0.056541,0.030823,-0.034327,-0.071559,0.179557,-0.116256,0.121308,-0.053228,-0.019652,0.081261,0.017791,0.233187,-0.249780,1.147434,-0.039089,-0.069313,-0.179155,-0.036297,-0.194799,0.113857,1.167057,0.346014,-0.040422,0.047870
-0.006243,-0.000866,0.788543,-0.005638,-0.025751,-0.950648,0.309149,0.112116,-0.065254,0.091318,0.026681,-0.207268,0.055331,0.029190,-0.031523,-0.070098,0.180982,-0.118829,0.112641,-0.051256,-0.018239,0.081757,0.022011,0.228866,-0.258535,1.140018,-0.091234,-0.044530,-0.238919,-0.039373,-0.197183,0.117239,1.167431,0.353055,-0.033906,0.057636
-0.007571,-0.000795,0.788337,-0.005451,-0.026893,-0.950402,0.309812,0.113497,-0.066382,0.090828,0.027916,-0.208552,0.050735,0.033545,-0.032470,-0.069536,0.175016,-0.118663,0.122617,-0.052940,-0.022745,0.083386,0.018138,0.240510,-0.257819,1.133607,-0.032088,-0.090349,-0.129303,-0.039102,-0.193671,0.116159,1.164923,0.345548,-0.043858,0.031385
-0.008573,-0.001462,0.788366,-0.004749,-0.027148,-0.950665,0.308993,0.114578,-0.067686,0.090430,0.026795,-0.208419,0.054173,0.036298,-0.033837,-0.062382,0.171117,-0.119105,0.130656,-0.053159,-0.021440,0.082018,0.024262,0.231470,-0.263597,1.134503,-0.082798,-0.055291,-0.240020,-0.039272,-0.196392,0.116227,1.165179,0.356718,-0.037031,0.059404
-0.009745,-0.001356,0.788274,-0.003480,-0.027111,-0.951076,0.307745,0.113541,-0.066733,0.093440,0.027418,-0.210822,0.051233,0.034414,-0.032115,-0.057515,0.170649,-0.120520,0.133888,-0.048714,-0.020957,0.081237,0.012060,0.231230,-0.253181,1.141357,-0.066527,-0.065986,-0.185887,-0.038605,-0.197991,0.117227,1.162632,0.356667,-0.040358,0.046356
